state,year,fallow_other_than_current,current_fallow,total_fallow,net_area_sown,gross_cropped_area,area_sown_more_than_once,agricultural_land,cultivated_land,uncultivable_land,uncultivated_land,cropping_intensity,double_cropped_share,fallow_share,current_fallow_share,cultivated_land_share,uncultivated_share,net_area_sown_change,gross_cropped_area_change,agricultural_land_change,cultivated_land_change,fallow_change,net_area_sown_delta,gross_cropped_area_delta,agricultural_land_delta,cultivated_land_delta,fallow_delta,agricultural_land_from_baseline,net_area_sown_from_baseline,fallow_from_baseline,agricultural_land_3yr_mean,fallow_3yr_mean,cropping_intensity_3yr_mean,conflict_count,people_affected,conflict_land_area_ha,conflict_observed,conflict_next_period,target_available
Arunachal Pradesh,2015,64.0,36.0,100.0,227.0,301.0,75.0,423.0,262.0,6805.0,6966.0,1.3259911894214715,0.3303964757694696,0.2364066193847839,0.0851063829785222,0.6193853427881338,16.46808510634405,,,,,,,,,,,0.0,0.0,0.0,423.0,100.0,1.3259911894214715,0.0,0.0,0.0,False,,False
Arunachal Pradesh,2016,62.0,33.0,96.0,232.0,313.0,81.0,423.0,265.0,6805.0,6963.0,1.3491379310286675,0.3491379310329778,0.2269503546093925,0.0780141843969786,0.6264775413696774,16.460992907762503,0.0220264317180616,0.0398671096345515,0.0,0.0114503816793893,-0.04,5.0,12.0,0.0,3.0,-4.0,0.0,0.0220264317179646,-0.0399999999996,423.0,98.0,1.3375645602250694,0.0,0.0,0.0,False,,False
Arunachal Pradesh,2017,62.0,34.0,96.0,233.0,316.0,84.0,424.0,267.0,6749.0,6906.0,1.3562231759598449,0.3605150214576802,0.2264150943390886,0.0801886792450939,0.6297169811305903,16.28773584901819,0.0043103448275862,0.0095846645367412,0.0023640661938533,0.0075471698113207,0.0,1.0,3.0,1.0,2.0,0.0,0.0023640661938478,0.0264317180615575,-0.0399999999996,423.3333333333333,97.33333333333331,1.3437840988033278,0.0,0.0,0.0,False,,False
Arunachal Pradesh,2018,61.0,33.0,95.0,234.0,320.0,86.0,424.0,267.0,6749.0,6905.0,1.3675213675155236,0.3675213675197969,0.2240566037730564,0.0778301886790617,0.6297169811305903,16.28537735845216,0.0042918454935623,0.0126582278481013,0.0,0.0,-0.0104166666666666,1.0,4.0,0.0,0.0,-1.0,0.0023640661938478,0.0308370044051504,-0.0499999999995,423.6666666666667,95.66666666666669,1.357627491501345,0.0,0.0,0.0,False,,False
Arunachal Pradesh,2019,61.0,33.0,94.0,235.0,320.0,86.0,424.0,267.0,6723.0,6879.0,1.36170212765378,0.3659574468069534,0.2216981132070243,0.0778301886790617,0.6297169811305903,16.22405660373532,0.0042735042735042,0.0,0.0,0.0,-0.0105263157894737,1.0,0.0,0.0,0.0,-1.0,0.0023640661938478,0.0352422907487434,-0.0599999999994,424.0,95.0,1.3618155570430492,0.0,0.0,0.0,False,,False
Arunachal Pradesh,2020,61.0,33.0,94.0,242.0,328.0,86.0,431.0,275.0,6723.0,6879.0,1.3553719008208456,0.3553719008249778,0.2180974477953176,0.0765661252898455,0.6380510440820463,15.960556844510531,0.0297872340425531,0.0249999999999999,0.0165094339622642,0.0299625468164794,0.0,7.0,8.0,7.0,8.0,0.0,0.0189125295507827,0.0660792951538939,-0.0599999999994,426.3333333333333,94.33333333333331,1.361531798663383,0.0,0.0,0.0,False,,False
Arunachal Pradesh,2021,61.0,33.0,94.0,243.0,338.0,95.0,431.0,276.0,6723.0,6878.0,1.3909465020518892,0.3909465020560043,0.2180974477953176,0.0765661252898455,0.6403712296968901,15.95823665889569,0.0041322314049587,0.0304878048780488,0.0,0.0036363636363636,0.0,1.0,10.0,0.0,1.0,0.0,0.0189125295507827,0.0704845814974868,-0.0599999999994,428.6666666666667,94.0,1.3693401768421716,0.0,0.0,0.0,False,,False
Arunachal Pradesh,2022,57.0,33.0,90.0,253.0,343.0,90.0,431.0,286.0,6723.0,6868.0,1.355731225291084,0.3557312252950366,0.2088167053359424,0.0765661252898455,0.6635730858453281,15.935034802747252,0.0411522633744856,0.0147928994082839,0.0,0.0362318840579709,-0.0425531914893616,10.0,5.0,0.0,10.0,-4.0,0.0189125295507827,0.1145374449334161,-0.099999999999,431.0,92.66666666666669,1.3673498760546063,0.0,0.0,0.0,False,,False
Arunachal Pradesh,2023,54.0,32.0,86.0,258.0,348.0,90.0,431.0,291.0,6723.0,6863.0,1.3488372092970975,0.3488372093009735,0.1995359628765672,0.0742459396750017,0.6751740139195471,15.923433874673032,0.0197628458498024,0.0145772594752187,0.0,0.0174825174825175,-0.0444444444444444,5.0,5.0,0.0,5.0,-4.0,0.0189125295507827,0.1365638766513807,-0.1399999999986,431.0,90.0,1.3651716455466902,0.0,0.0,0.0,False,,False
Arunachal Pradesh,2024,52.0,32.0,84.0,264.0,354.0,90.0,431.0,296.0,6667.0,6803.0,1.3409090909040118,0.3409090909077996,0.1948955916468795,0.0742459396750017,0.6867749419937662,15.784222737782404,0.0232558139534884,0.0172413793103447,0.0,0.0171821305841923,-0.0232558139534884,6.0,6.0,0.0,5.0,-2.0,0.0189125295507827,0.1629955947129383,-0.1599999999984,431.0,86.66666666666667,1.348492508497398,0.0,0.0,0.0,False,,False
Assam,2015,88.0,94.0,182.0,2801.0,4060.0,1258.0,3343.0,2896.0,4501.0,4948.0,1.4494823277395754,0.4491253123882723,0.0544421178581949,0.0281184564762105,0.8662877654798485,1.4801076877052108,,,,,,,,,,,0.0,0.0,0.0,3343.0,182.0,1.4494823277395754,0.0,0.0,0.0,False,,False
Assam,2016,92.0,105.0,197.0,2774.0,4087.0,1314.0,3337.0,2879.0,4507.0,4965.0,1.473323720259022,0.473684210526145,0.0590350614324066,0.0314653880731101,0.8627509739284199,1.487863350314208,-0.0096394144948233,0.0066502463054187,-0.0017947950942267,-0.0058701657458563,0.0824175824175823,-27.0,27.0,-6.0,-17.0,15.0,-0.0017947950942262,-0.0096394144948198,0.0824175824171295,3340.0,189.5,1.4614030239992988,0.0,0.0,0.0,False,,False
Assam,2017,93.0,106.0,199.0,2723.0,4045.0,1323.0,3302.0,2829.0,4542.0,5015.0,1.4854939405062484,0.4858611825191017,0.0602665051483766,0.0321017565111956,0.8567534827374752,1.5187764990909998,-0.0183850036049026,-0.0102764864203572,-0.0104884626910398,-0.0173671413685307,0.0101522842639594,-51.0,-42.0,-35.0,-50.0,2.0,-0.012264433143879,-0.0278471974294795,0.0934065934060802,3327.333333333333,192.66666666666663,1.469433329501615,0.0,0.0,0.0,False,,False
Assam,2018,92.0,108.0,199.0,2723.0,4004.0,1281.0,3305.0,2831.0,4539.0,5013.0,1.4704370179943187,0.4704370179946858,0.0602118003025536,0.03267776096822,0.8565809379725093,1.5167927382748814,0.0,-0.0101359703337453,0.000908540278619,0.000706963591375,0.0,0.0,-41.0,3.0,2.0,0.0,-0.0113670355967659,-0.0278471974294795,0.0934065934060802,3314.6666666666665,198.33333333333331,1.4764182262531964,0.0,0.0,0.0,False,,False
Assam,2019,99.0,117.0,217.0,2699.0,3975.0,1275.0,3296.0,2817.0,4548.0,5027.0,1.472767691737135,0.4723971841420999,0.0658373786407567,0.0354975728155232,0.8546723300968281,1.5251820388344888,-0.0088138082996694,-0.0072427572427572,-0.0027231467473525,-0.0049452490286118,0.0904522613065326,-24.0,-29.0,-9.0,-14.0,18.0,-0.0140592282381052,-0.0364155658693193,0.1923076923066357,3301.0,205.0,1.4762328834125673,0.0,0.0,0.0,False,,False
Assam,2020,94.0,114.0,208.0,2724.0,3888.0,1165.0,3295.0,2838.0,4536.0,4993.0,1.4273127753298724,0.4276798825255405,0.0631259484066576,0.0345978755690335,0.861305007586992,1.5153262518963535,0.0092626898851426,-0.0218867924528302,-0.0003033980582524,0.0074547390841319,-0.0414746543778802,25.0,-87.0,-1.0,21.0,-9.0,-0.0143583607538096,-0.0274901820778195,0.1428571428563579,3298.6666666666665,208.0,1.4568391616871088,0.0,0.0,0.0,False,,False
Assam,2021,96.0,114.0,210.0,2749.0,3872.0,1123.0,3321.0,2863.0,4510.0,4968.0,1.4085121862490328,0.4085121862493966,0.063233965672971,0.0343270099367557,0.8620897320081716,1.4959349593491431,0.0091776798825256,-0.0041152263374485,0.0078907435508346,0.0088090204369273,0.0096153846153845,25.0,-16.0,26.0,25.0,2.0,-0.006580915345496,-0.0185647982863196,0.1538461538453085,3304.0,211.66666666666663,1.4361975511053469,0.0,0.0,0.0,False,,False
Assam,2022,96.0,112.0,208.0,2744.0,4034.0,1290.0,3315.0,2856.0,4515.0,4973.0,1.470116618075266,0.4701166180756304,0.0627450980391967,0.0337858220211059,0.8615384615382017,1.5001508295621415,-0.0018188432157147,0.0418388429752065,-0.0018066847335139,-0.002444987775061,-0.0095238095238094,-5.0,162.0,-6.0,-7.0,-2.0,-0.0083757104397222,-0.0203498750446196,0.1428571428563579,3310.333333333333,208.66666666666663,1.4353138598847237,0.0,0.0,0.0,False,,False
Assam,2023,93.0,107.0,200.0,2756.0,4122.0,1365.0,3312.0,2863.0,4517.0,4966.0,1.4956458635698493,0.4952830188677448,0.0603864734299334,0.0323067632850144,0.8644323671494974,1.4993961352652478,0.0043731778425655,0.0218145761031234,-0.0009049773755656,0.0024509803921568,-0.0384615384615384,12.0,88.0,-3.0,7.0,-8.0,-0.0092731079868353,-0.0160656908246997,0.0989010989005555,3316.0,206.0,1.4580915559647163,0.0,0.0,0.0,False,,False
Assam,2024,92.0,100.0,192.0,2759.0,4084.0,1325.0,3304.0,2859.0,4525.0,4970.0,1.4802464661103731,0.4802464661107357,0.0581113801452608,0.0302663438256567,0.865314769975525,1.504237288135138,0.001088534107402,-0.0092188258127122,-0.002415458937198,-0.0013971358714635,-0.04,3.0,-38.0,-8.0,-4.0,-8.0,-0.0116661681124703,-0.0149946447697197,0.054945054944753,3310.333333333333,200.0,1.4820029825851628,0.0,0.0,0.0,False,,False
Bihar,2015,119.0,961.0,1081.0,5205.0,7572.0,2368.0,6578.0,6166.0,2782.0,3193.0,1.454755043227386,0.4549471661862718,0.1643356643356393,0.146093037397363,0.9373669808450992,0.4854058984493029,,,,,,,,,,,0.0,0.0,0.0,6578.0,1081.0,1.454755043227386,0.0,0.0,0.0,False,,False
Bihar,2016,119.0,868.0,987.0,5293.0,7654.0,2361.0,6572.0,6161.0,2787.0,3199.0,1.4460608350649071,0.4460608350650961,0.1501825928179929,0.1320754716980931,0.9374619598294374,0.4867620206937786,0.0169068203650335,0.0108293713681986,-0.0009121313469139,-0.0008108984755108,-0.0869565217391304,88.0,82.0,-6.0,-5.0,-94.0,-0.0009121313469138,0.0169068203650303,-0.08695652173905,6575.0,1034.0,1.4504079391461466,0.0,0.0,0.0,False,,False
Bihar,2017,119.0,919.0,1038.0,5242.0,7525.0,2283.0,6573.0,6161.0,2787.0,3198.0,1.4355207935899588,0.4355207935901496,0.1579187585577121,0.139814392210537,0.9373193366802164,0.4865358283887895,-0.009635367466465,-0.0168539325842697,0.0001521606816798,0.0,0.0516717325227964,-51.0,-129.0,1.0,0.0,51.0,-0.0007601094557615,0.0071085494716604,-0.0397779833487143,6574.333333333333,1035.3333333333333,1.445445557294084,0.0,0.0,0.0,False,,False
Bihar,2018,118.0,995.0,1113.0,5167.0,7406.0,2239.0,6573.0,6162.0,2787.0,3198.0,1.4333268821363587,0.4333268821365524,0.1693290734824023,0.1513768446675564,0.9374714742125456,0.4865358283887895,-0.014307516215185,-0.0158139534883721,0.0,0.0001623113130986,0.0722543352601157,-75.0,-119.0,0.0,1.0,75.0,-0.0007601094557615,-0.007300672430354,0.0296022201664851,6572.666666666667,1046.0,1.438302836930408,0.0,0.0,0.0,False,,False
Bihar,2019,118.0,1069.0,1186.0,5077.0,7297.0,2220.0,6557.0,6146.0,2802.0,3214.0,1.4372661020284738,0.437266102028671,0.1808754003354916,0.1630318743327492,0.9373188958363676,0.4901631843830272,-0.0174182310818656,-0.0147177963813124,-0.0024342005172676,-0.0025965595585848,0.0655884995507636,-90.0,-109.0,-16.0,-16.0,73.0,-0.0031924597141983,-0.0245917387127714,0.0971322849212792,6567.666666666667,1112.3333333333333,1.435371259251597,0.0,0.0,0.0,False,,False
Bihar,2020,173.0,1028.0,1202.0,5045.0,7265.0,2219.0,6541.0,6073.0,2819.0,3286.0,1.4400396432108145,0.4398414271555124,0.1837639504662614,0.1571625133771354,0.9284513071394392,0.5023696682463686,-0.0063029348040181,-0.0043853638481567,-0.0024401403080677,-0.011877643996095,0.0134907251264755,-32.0,-32.0,-16.0,-73.0,16.0,-0.0056248099726352,-0.0307396733909643,0.1119333950045218,6557.0,1167.0,1.4368775424585492,0.0,0.0,0.0,False,,False
Bihar,2021,174.0,1003.0,1177.0,5070.0,7329.0,2258.0,6542.0,6073.0,2818.0,3286.0,1.4455621301772297,0.4453648915186498,0.1799143992662519,0.1533170284316488,0.9283093855088766,0.50229287679601,0.0049554013875123,0.0088093599449414,0.0001528818223512,0.0,-0.0207986688851913,25.0,64.0,1.0,0.0,-25.0,-0.0054727880814829,-0.0259365994236261,0.0888066604994553,6546.666666666667,1188.3333333333333,1.4409559584721727,0.0,0.0,0.0,False,,False
Bihar,2022,176.0,961.0,1137.0,5113.0,7268.0,2155.0,6545.0,6074.0,2815.0,3286.0,1.4214746724033989,0.4214746724035944,0.1737203972497824,0.1468296409472655,0.928036669212998,0.502062643239037,0.0084812623274161,-0.0083231000136444,0.0004585753592174,0.0001646632636258,-0.0339847068819031,43.0,-61.0,3.0,1.0,-40.0,-0.0050167224080259,-0.0176753121998044,0.0518038852913489,6542.666666666667,1172.0,1.4356921485971477,0.0,0.0,0.0,False,,False
Bihar,2023,156.0,784.0,940.0,5314.0,7836.0,2522.0,6548.0,6098.0,2811.0,3261.0,1.4745954083550104,0.4745954083551986,0.1435552840561784,0.1197312156383445,0.931276725717634,0.4980146609651041,0.0393115587717582,0.0781507980187121,0.0004583651642475,0.0039512676983866,-0.1732629727352682,201.0,568.0,3.0,24.0,-197.0,-0.004560656734569,0.0209414024975944,-0.130434782608575,6545.0,1084.6666666666667,1.447210736978546,0.0,0.0,0.0,False,,False
Bihar,2024,142.0,714.0,857.0,5412.0,8207.0,2795.0,6560.0,6126.0,2799.0,3233.0,1.5164449371763642,0.516444937176549,0.1306402439024191,0.1088414634146175,0.9338414634144916,0.4928353658535834,0.0184418517124576,0.0473455844818784,0.0018326206475258,0.0045916693998031,-0.0882978723404255,98.0,371.0,12.0,28.0,-83.0,-0.0027363940407414,0.03976945244956,-0.2072155411653957,6551.0,978.0,1.4708383393115911,0.0,0.0,0.0,False,,False
Chandigarh,2015,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,6.0,0.999999999,0.0,0.0,0.0,0.999999999,5.999999994,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.999999999,0.0,0.0,0.0,False,,False
Chandigarh,2016,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,6.0,0.999999999,0.0,0.0,0.0,0.999999999,5.999999994,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.999999999,0.0,0.0,0.0,False,,False
Chandigarh,2017,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,1.999999998,0.999999999,0.0,0.0,0.999999999,5.999999994,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3333333319999998,0.0,0.0,0.0,False,,False
Chandigarh,2018,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,6.0,0.999999999,0.0,0.0,0.0,0.999999999,5.999999994,0.0,-0.5,0.0,0.0,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3333333319999998,0.0,0.0,0.0,False,,False
Chandigarh,2019,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,8.0,8.0,2.999999997,0.999999999,0.0,0.0,0.999999999,7.999999991999999,0.0,2.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.999999998,0.0,0.0,0.0,False,,False
Chandigarh,2020,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,8.0,8.0,1.999999998,0.999999999,0.0,0.0,0.999999999,7.999999991999999,0.0,-0.3333333333333333,0.0,0.0,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.999999998,0.0,0.0,0.0,False,,False
Chandigarh,2021,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,8.0,8.0,1.999999998,0.999999999,0.0,0.0,0.999999999,7.999999991999999,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.333333331,0.0,0.0,0.0,False,,False
Chandigarh,2022,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,8.0,8.0,1.999999998,0.999999999,0.0,0.0,0.999999999,7.999999991999999,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.999999998,0.0,0.0,0.0,False,,False
Chandigarh,2023,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,8.0,8.0,0.999999999,0.0,0.0,0.0,0.999999999,7.999999991999999,0.0,-0.5,0.0,0.0,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.666666665,0.0,0.0,0.0,False,,False
Chandigarh,2024,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,1.999999998,0.999999999,0.0,0.0,0.999999999,5.999999994,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.666666665,0.0,0.0,0.0,False,,False
Chhattisgarh,2015,263.0,281.0,545.0,4651.0,5640.0,989.0,5561.0,4932.0,8228.0,8858.0,1.2126424424852262,0.2126424424854412,0.0980039561229818,0.050530480129464,0.8868908469698099,1.5928789786006845,,,,,,,,,,,0.0,0.0,0.0,5561.0,545.0,1.2126424424852262,0.0,0.0,0.0,False,,False
Chhattisgarh,2016,257.0,273.0,530.0,4664.0,5673.0,1009.0,5558.0,4937.0,8232.0,8853.0,1.2163379073753824,0.2163379073755968,0.0953580424612998,0.049118387909311,0.8882691615687498,1.5928391507733728,0.0027950978284239,0.0058510638297872,-0.0005394713181082,0.0010137875101379,-0.0275229357798164,13.0,33.0,-3.0,5.0,-15.0,-0.0005394713181081,0.0027950978284233,-0.027522935779766,5559.5,537.5,1.2144901749303043,0.0,0.0,0.0,False,,False
Chhattisgarh,2017,252.0,290.0,542.0,4653.0,5540.0,887.0,5562.0,4943.0,8228.0,8847.0,1.1906297012677431,0.1906297012679581,0.0974469615246139,0.0521395181589262,0.8887090974468017,1.5906148867311054,-0.0023584905660377,-0.0234443856865855,0.0007196833393305,0.0012153129430827,0.0226415094339622,-11.0,-133.0,4.0,6.0,12.0,0.0001798237727027,0.0004300150505266,-0.0055045871559532,5560.333333333333,539.0,1.2065366837094509,0.0,0.0,0.0,False,,False
Chhattisgarh,2018,256.0,266.0,522.0,4679.0,5614.0,934.0,5570.0,4945.0,8218.0,8843.0,1.1998290232953197,0.1996153024150032,0.0937163375224248,0.0477558348294348,0.8877917414720129,1.587612208258243,0.0055877928218353,0.0133574007220216,0.0014383315354189,0.0004046125834513,-0.03690036900369,26.0,74.0,8.0,2.0,-20.0,0.0016184139543244,0.0060202107073734,-0.0422018348623078,5563.333333333333,531.3333333333334,1.2022655439794818,0.0,0.0,0.0,False,,False
Chhattisgarh,2019,256.0,291.0,547.0,4635.0,5735.0,1099.0,5551.0,4926.0,8237.0,8862.0,1.2373247033438537,0.2371089536137568,0.0985408034588184,0.0524229868492069,0.8874076742927602,1.5964691046655382,-0.0094037187433212,0.0215532597078731,-0.0034111310592459,-0.0038422649140545,0.0478927203065133,-44.0,121.0,-19.0,-19.0,25.0,-0.0017982377270271,-0.0034401204042134,0.0036697247706354,5561.0,537.0,1.2092611426356388,0.0,0.0,0.0,False,,False
Chhattisgarh,2020,255.0,301.0,556.0,4623.0,5712.0,1090.0,5542.0,4923.0,8503.0,9121.0,1.2355613238154366,0.235777633571223,0.1003247924936664,0.0543125225550244,0.8883074702271944,1.64579574160923,-0.002588996763754,-0.0040104620749782,-0.0016213294901818,-0.0006090133982947,0.016453382084095,-12.0,-23.0,-9.0,-3.0,9.0,-0.0034166516813516,-0.0060202107073734,0.020183486238495,5554.333333333333,541.6666666666666,1.2242383501515366,0.0,0.0,0.0,False,,False
Chhattisgarh,2021,256.0,280.0,535.0,4631.0,5704.0,1073.0,5552.0,4911.0,8538.0,9180.0,1.23169941697231,0.231699416972526,0.0963616714697232,0.0504322766570514,0.8845461095099271,1.653458213256186,0.0017304780445597,-0.0014005602240896,0.0018044027426922,-0.0024375380865325,-0.0377697841726618,8.0,-8.0,10.0,-12.0,-21.0,-0.0016184139543244,-0.0043001505052667,-0.0183486238531773,5548.333333333333,546.0,1.2348618147105337,0.0,0.0,0.0,False,,False
Chhattisgarh,2022,269.0,311.0,580.0,4592.0,5596.0,1003.0,5556.0,4903.0,8573.0,9226.0,1.2186411149823129,0.2184233449476876,0.1043916486680877,0.0559755219582332,0.8824694024476453,1.6605471562272027,-0.0084215072338588,-0.0189340813464236,0.0007204610951008,-0.0016289961311342,0.0841121495327101,-39.0,-108.0,4.0,-8.0,45.0,-0.0008991188635135,-0.0126854439905369,0.0642201834861207,5550.0,557.0,1.2286339519233531,0.0,0.0,0.0,False,,False
Chhattisgarh,2023,255.0,297.0,552.0,4616.0,5524.0,907.0,5554.0,4913.0,8578.0,9219.0,1.196707105718978,0.1964904679375657,0.0993878285919878,0.0534749729924282,0.8845876845515152,1.6598847677346669,0.005226480836237,-0.0128663330950679,-0.0003599712023037,0.0020395676116662,-0.0482758620689655,24.0,-72.0,-2.0,10.0,-28.0,-0.001258766408919,-0.0075252633842168,0.0128440366972241,5554.0,555.6666666666666,1.2156825458912002,0.0,0.0,0.0,False,,False
Chhattisgarh,2024,263.0,287.0,550.0,4624.0,5543.0,919.0,5564.0,4910.0,8563.0,9217.0,1.198745674740225,0.1987456747404414,0.0988497483824408,0.05158159597411,0.882458662832336,1.6565420560744686,0.0017331022530329,0.0034395365677044,0.0018005041411595,-0.0006106248727865,-0.0036231884057971,8.0,19.0,10.0,-3.0,-2.0,0.0005394713181081,-0.0058052031821101,0.0091743119265886,5558.0,560.6666666666666,1.204697965147172,0.0,0.0,0.0,False,,False
Dadra & Nagar Haveli,2015,2.0,2.0,4.0,19.0,23.0,5.0,24.0,21.0,25.0,28.0,1.2105263157257615,0.2631578947229916,0.1666666666597222,0.0833333333298611,0.8749999999635417,1.1666666666180556,,,,,,,,,,,0.0,0.0,0.0,24.0,4.0,1.2105263157257615,0.0,0.0,0.0,False,,False
Dadra & Nagar Haveli,2016,2.0,2.0,5.0,19.0,23.0,4.0,24.0,21.0,25.0,28.0,1.2105263157257615,0.2105263157783933,0.2083333333246528,0.0833333333298611,0.8749999999635417,1.1666666666180556,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2499999999375,24.0,4.5,1.2105263157257615,0.0,0.0,0.0,False,,False
Dadra & Nagar Haveli,2017,2.0,2.0,4.0,19.0,23.0,4.0,24.0,21.0,25.0,28.0,1.2105263157257615,0.2105263157783933,0.1666666666597222,0.0833333333298611,0.8749999999635417,1.1666666666180556,0.0,0.0,0.0,0.0,-0.1999999999999999,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,24.0,4.333333333333333,1.2105263157257615,0.0,0.0,0.0,False,,False
Dadra & Nagar Haveli,2018,0.0,0.0,0.0,20.0,20.0,0.0,20.0,20.0,24.0,24.0,0.99999999995,0.0,0.0,0.0,0.99999999995,1.19999999994,0.0526315789473683,-0.1304347826086956,-0.1666666666666666,-0.0476190476190476,-1.0,1.0,-3.0,-4.0,-1.0,-4.0,-0.1666666666597222,0.0526315789445983,-0.99999999975,22.666666666666668,3.0,1.140350877133841,0.0,0.0,0.0,False,,False
Daman & Diu,2015,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.9999999996666666,0.0,0.0,0.0,0.9999999996666666,0.0,,,,,,,,,,,0.0,0.0,0.0,3.0,0.0,0.9999999996666666,0.0,0.0,0.0,False,,False
Daman & Diu,2016,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.9999999996666666,0.0,0.0,0.0,0.9999999996666666,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9999999996666666,0.0,0.0,0.0,False,,False
Daman & Diu,2017,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.9999999996666666,0.0,0.0,0.0,0.9999999996666666,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9999999996666666,0.0,0.0,0.0,False,,False
Daman & Diu,2018,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.9999999996666666,0.0,0.0,0.0,0.9999999996666666,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9999999996666666,0.0,0.0,0.0,False,,False
Delhi,2015,8.0,12.0,20.0,22.0,58.0,37.0,53.0,34.0,95.0,114.0,2.636363636243801,1.6818181817417357,0.3773584905589178,0.2264150943353506,0.6415094339501602,2.1509433961858315,,,,,,,,,,,0.0,0.0,0.0,53.0,20.0,2.636363636243801,0.0,0.0,0.0,False,,False
Delhi,2016,8.0,12.0,20.0,22.0,57.0,35.0,53.0,34.0,95.0,114.0,2.5909090907913224,1.590909090836777,0.3773584905589178,0.2264150943353506,0.6415094339501602,2.1509433961858315,0.0,-0.0172413793103448,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,20.0,2.613636363517562,0.0,0.0,0.0,False,,False
Delhi,2017,8.0,12.0,20.0,22.0,59.0,37.0,53.0,34.0,95.0,114.0,2.681818181696281,1.6818181817417357,0.3773584905589178,0.2264150943353506,0.6415094339501602,2.1509433961858315,0.0,0.0350877192982457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,20.0,2.636363636243801,0.0,0.0,0.0,False,,False
Delhi,2018,8.0,12.0,20.0,22.0,59.0,37.0,53.0,34.0,95.0,114.0,2.681818181696281,1.6818181817417357,0.3773584905589178,0.2264150943353506,0.6415094339501602,2.1509433961858315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,20.0,2.651515151394628,0.0,0.0,0.0,False,,False
Delhi,2020,8.0,12.0,20.0,22.0,58.0,37.0,53.0,34.0,113.0,132.0,2.636363636243801,1.6818181817417357,0.3773584905589178,0.2264150943353506,0.6415094339501602,2.490566037688857,0.0,-0.0169491525423728,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,20.0,2.6666666665454546,0.0,0.0,0.0,False,,False
Delhi,2024,19.0,0.0,19.0,28.0,47.0,19.0,58.0,28.0,93.0,123.0,1.6785714285114797,0.6785714285471939,0.3275862068909037,0.0,0.4827586206813318,2.1206896551358505,0.2727272727272727,-0.1896551724137931,0.0943396226415094,-0.1764705882352941,-0.05,6.0,-11.0,5.0,-6.0,-1.0,0.0943396226397294,0.272727272714876,-0.0499999999975,54.66666666666666,19.666666666666668,2.332251082150521,0.0,0.0,0.0,False,,False
